Date,Time,PM25C,speed,standard deviation,Dew PointF,Humidity,PM25C,PrecipitationIn,Sea Level PressureIn,TemperatureF,VisibilityMPH,Wind SpeedMPH,Turnstile
7/27/10,0:00:00,3.8,54.34221917,120.3842103,55,50,4,0.01,30.05,75,10,3.5,114
7/27/10,4:00:00,8.9,12.43722332,6.914519664,55,57,8.9,0.01,30.06,71.1,10,4.6,2002
7/27/10,8:00:00,8.5,9.638576386,5.66463376,57,53,7.1,0.01,30.1,75,10,5.8,3391
7/27/10,12:00:00,2.1,5.946041327,4.329803981,54,30,8.5,0.01,30.07,89.1,10,3.5,2936
7/27/10,16:00:00,10,9.916128847,4.181781554,54,31,3.9,0.01,30.03,88,10,5.8,3863
7/27/10,20:00:00,17,9.351140628,4.334216246,55,39,13.2,0.01,30.04,82,10,4.6,1373
7/28/10,0:00:00,18.7,13.43579916,8.636027713,57.9,50,20.4,0.01,30.04,78.1,10,4.6,169
7/28/10,4:00:00,13.9,7.862254025,3.676207513,61,62,17,0.01,30.06,75,10,0.5,1954
7/28/10,8:00:00,22.8,31.07984716,52.20117071,64.9,66,18.8,0.01,30.03,77,10,3.5,3390
7/28/10,12:00:00,22.7,7.471665677,4.792205666,69.1,55,22.9,0.01,30,87.1,10,5.8,3135
7/28/10,16:00:00,21,8.28016073,2.562490016,69.1,52,22.8,0.01,29.92,89.1,10,8.1,4070
7/28/10,20:00:00,30.2,4.300096555,2.353751017,64,49,31.1,0.01,29.92,84.9,10,8.1,1448
7/29/10,0:00:00,8.2,9.437538522,6.878292575,72,76,6.8,0.01,29.88,80.1,10,8.1,199
7/29/10,4:00:00,7.8,15.02370063,12.62246968,72,81,13.1,0.01,29.85,78.1,10,8.1,1857
7/29/10,8:00:00,11.3,5.308627859,5.563832459,73.2667,92,4.1,0.01,29.88,75.8,4.16667,5.4,3366
7/29/10,12:00:00,9.6,8.661607551,4.379579121,70.45,62.5,15.2,0.01,29.86,84.55,10,6.35,2067
7/29/10,16:00:00,-4.3,9.266015731,2.114642203,64,43,-3.2,0.06,29.8,89.1,10,4.6,3706
7/29/10,20:00:00,10.1,8.271416415,4.478153238,55.9,42,5.7,0.06,29.83,81,10,3.5,1530
7/30/10,0:00:00,10.3,11.49334018,5.205190797,50,41,10.2,0.06,29.89,75,10,8.1,252
7/30/10,4:00:00,11,9.949234198,4.188449328,54,61,10.2,0.06,29.91,68,10,3.5,1629
7/30/10,8:00:00,2,9.000768319,6.798960181,55.9,59,1.9,0.06,29.95,71.1,10,4.6,3160
7/30/10,12:00:00,6.7,6.843918922,3.093875502,53.1,38,7.9,0.06,29.92,81,10,3.5,3305
7/30/10,16:00:00,6.8,6.171337851,3.516175654,52,34,14.7,0.06,29.88,82.9,10,6.9,3880
7/30/10,20:00:00,10.8,10.62416183,7.38066823,53.1,43,9.9,0.06,29.9,77,10,0.5,0
7/31/10,0:00:00,2.8,14.5174019,26.57128785,52,46,4.4,0.06,29.94,73.9,10,5.8,423
7/31/10,4:00:00,5.2,9.963399071,8.191218049,52,54,3.4,0.06,29.95,69.1,10,4.6,356
7/31/10,8:00:00,3.1,6.712357888,4.418505441,50,52,3.1,0.06,29.98,68,10,6.9,1233
7/31/10,12:00:00,5,8.388440693,3.785849279,50,37,6.7,0.06,29.95,78.1,10,3.5,2047
7/31/10,16:00:00,12,15.96687873,29.90945633,52,38,14.6,0.06,29.92,80.1,10,4.6,1769
7/31/10,20:00:00,5.3,7.475966197,3.497155427,55,55,6.2,0.06,29.96,72,10,5.8,1319
8/1/10,0:00:00,12.3,8.520205807,5.228365033,55,57,9.8,0.06,29.98,71.1,10,4.6,381
8/1/10,4:00:00,12.2,9.756380184,5.850802881,63,75,13.6,0.06,29.99,71.1,10,0.5,235
8/1/10,8:00:00,8.8,12.1014944,12.38570149,60.1,62,18.6,0.06,30.03,73.9,10,6.9,799
8/1/10,12:00:00,15.9,13.71066534,12.70067125,61,60,15.8,0.06,30.05,75.9,10,4.6,1556
8/1/10,16:00:00,11.4,8.007926185,5.675195532,55,50,13.4,0.06,30.06,75,10,6.9,1407
8/1/10,20:00:00,11.2,9.549205084,7.019747606,61,66,12.2,0.06,30.09,73,10,0.5,645
8/2/10,0:00:00,8,5.121666667,5.443971947,59,64,7.5,0.06,30.1,72,10,3.5,94
8/2/10,4:00:00,8.6,10.74,3.0994193,62.1,76,9.3,0.06,30.12,70,10,0.5,1467
8/2/10,8:00:00,0.9,10.74375,7.436614968,63.3333,67.3333,8.7,0.06,30.1667,74.8333,10,5,2834
8/2/10,12:00:00,12,8.538487395,3.531016874,57,41,6.6,0.06,30.13,82.9,10,5.8,2948
8/2/10,16:00:00,4.8,10.63564206,2.202267228,57,45,11.4,0.06,30.13,80.1,10,8.1,3446
8/2/10,20:00:00,7,8.372083333,3.77398586,61,62,14,0.06,30.12,75,10,5.8,1171
8/3/10,0:00:00,2.8,10.84,10.73174729,61,66,14.7,0.06,30.14,73,10,5.8,149
8/3/10,4:00:00,3.8,10.15,2.2056745,61,66,7.9,0.06,30.12,73,10,8.1,1898
8/3/10,8:00:00,4.8,10.035,0.285,62.1,66,0,0.06,30.12,73.9,10,5.8,3478
8/3/10,12:00:00,8.3,8.232142857,1.649153308,66,56,4.5,0.06,30.09,82.9,10,4.6,2908
8/3/10,16:00:00,8.3,10.21311111,2.521123833,66,60,10.5,0.06,30.03,81,10,8.1,3711
8/3/10,20:00:00,7.3,9.190666667,3.253704487,68,71,15.4,0.06,29.99,78.1,10,6.9,1357
8/4/10,0:00:00,5.2,6.651948052,5.410353137,68,76,18.4,0.06,29.99,75.9,10,11.5,161
8/4/10,4:00:00,3.8,14.55,1.65,68,76,33.3,0.06,29.94,75.9,10,8.1,1937
8/4/10,8:00:00,9.7,7.784285714,5.294375915,69.1,74,22.6,0.06,29.92,78.1,10,5.8,3256
8/4/10,12:00:00,23.2,9.055555556,7.600893385,72,53,20.6,0.06,29.86,91,9,0.5,3059
8/4/10,16:00:00,14.1,7.69,4.016017928,72,59,20.6,0.06,29.79,88,10,6.9,3917
8/4/10,20:00:00,18.7,8.775333333,2.276234297,72,69,17,0.06,29.78,82.9,10,6.9,1330
8/5/10,0:00:00,25.5,8.741666667,6.320134272,73,77,4.8,0.06,29.73,81,9,8.1,123
8/5/10,4:00:00,28.6,10.76,8.011391889,73.9,81,4.4,0.06,29.69,80.1,7,5.8,1896
8/5/10,8:00:00,27.1,9.290964912,3.317443563,73,77,18.2,0.02,29.68,81,7,10.4,3295
8/5/10,12:00:00,5.7,6.484327343,5.313303394,70,47,-2.2,0.02,29.63,93,10,10.4,2720
8/5/10,16:00:00,20.5,8.7207134,4.033301114,66.9,46,10.2,0.02,29.61,90,10,9.2,3821
8/5/10,20:00:00,23.1,8.431750254,4.007467821,66.9,53,4,0.02,29.64,86,10,3.5,1785
8/6/10,0:00:00,17.1,9.380139373,6.376763293,69.1,63,2.3,0.02,29.65,82.9,10,5.8,220
8/6/10,4:00:00,0,6.972121682,6.538944055,68,71,1,0.02,29.64,78.1,10,0.5,1307
8/6/10,8:00:00,0,5.378045414,6.165092821,64.9,58,-1.7,0.02,29.69,81,10,6.9,2671
8/6/10,12:00:00,0,8.412710624,2.325209907,60.1,39,-1.1,0.02,29.69,88,10,4.6,3292
8/6/10,16:00:00,0,8.417026585,4.597204,51.1,30,2.7,0.02,29.71,86,10,11.5,3666
8/6/10,20:00:00,0,8.088526521,7.279210013,46,33,6.3,0.02,29.81,77,10,4.6,0
8/7/10,0:00:00,0,8.805359291,3.744426485,46.9,42,25.6,0.02,29.85,71.1,10,0.5,370
8/7/10,4:00:00,0,17.77063929,35.85888708,50,52,30.6,0.02,29.87,68,10,0.5,355
8/7/10,8:00:00,0,14.25152313,9.260845642,52,48,11.9,0.02,29.96,73,10,3.5,1320
8/7/10,12:00:00,0,7.988240451,4.281569457,51.1,34,0.1,0.02,29.96,82,10,4.6,2181
8/7/10,16:00:00,0,9.724686884,9.403050435,57,41,6.8,0.02,29.94,82.9,10,8.1,1593
8/7/10,20:00:00,14.1,8.852598267,4.882774356,64,67,9,0.02,29.96,75.9,10,6.9,1127
8/8/10,0:00:00,9.6,6.27031329,3.842145964,64.9,76,7.4,0.02,30,73,10,4.6,335
8/8/10,4:00:00,5.6,13.16749157,9.736820671,66,79,6.5,0.02,30.01,73,10,4.6,238
8/8/10,8:00:00,5.8,2.31964691,2.921610655,68,79,8.6,0.02,30.04,75,10,6.9,788
8/8/10,12:00:00,11.5,10.85916337,6.319846025,64,46,8.9,0.02,30.02,87.1,10,5.8,1404
8/8/10,16:00:00,15.5,8.312683206,6.77716046,63,48,18,0.02,29.99,84.9,10,6.9,1353
8/8/10,20:00:00,10.5,9.706527616,3.871112918,70,79,13.5,0.02,30,77,10,6.9,749
8/9/10,0:00:00,11.1,14.71951643,6.710844082,68,76,5.4,0.02,30.01,75.9,10,6.9,114
8/9/10,4:00:00,19.7,15.06013986,4.66013986,69.1,85,13.8,0.02,30.01,73.9,10,4.6,1385
8/9/10,8:00:00,19.3,11.67767405,7.76605777,70,74,10.4,0.02,30.03,79,10,3.5,2961
8/9/10,12:00:00,24.3,10.2501934,7.135356676,64.9,41,-2.3,0.02,29.99,91.9,10,8.1,2889
8/9/10,16:00:00,16.1,14.94412093,21.53448607,66.9,53,20.3,0.02,29.95,86,10,3.5,2825
8/9/10,20:00:00,23.4,10.94405747,5.046609119,66,56,-1.3,0.02,29.93,82.9,10,5.8,1161
8/10/10,0:00:00,20.8,12.2225742,3.681371564,62.1,52,4.1,0.02,29.92,81,10,4.6,212
8/10/10,4:00:00,23,14.28430255,9.740849247,64.9,62,5.2,0.02,29.91,79,10,0.5,1837
8/10/10,8:00:00,25.6,8.7,8.7,64.9,60,3.2,0.02,29.93,80.1,10,8.1,3302
8/10/10,12:00:00,26,8.181254535,4.797652826,64.9,48,2.4,0.02,29.91,87.1,10,0.5,2823
8/10/10,16:00:00,32.7,14.64359029,9.190372527,64.9,48,11.9,0.02,29.86,87.1,10,4.6,3614
8/10/10,20:00:00,43.9,12.1389,6.081184926,66.9,58,18,0.02,29.85,82.9,10,0.5,1273
8/11/10,0:00:00,42,12.55325377,6.413698083,69.1,65,4.1,0.02,29.86,82,7,3.5,188
8/11/10,4:00:00,17.2,19.82907916,16.22907916,66.9,68,3,0.02,29.86,78.1,10,5.8,1861
8/11/10,8:00:00,15.4,9.756422645,7.725683116,68,62,1.3,0.02,29.87,82,10,3.5,3274
8/11/10,12:00:00,13.2,9.518228564,5.12103425,64.9,45,9,0.02,29.86,89.1,10,5.8,3059
8/11/10,16:00:00,13.9,10.2401465,4.444566996,70,55,7.3,0.02,29.82,88,10,5.8,4089
8/11/10,20:00:00,18.7,10.67608091,4.235921566,66.9,68,8.4,0.02,29.86,78.1,10,0.5,1586
8/12/10,0:00:00,9.1,13.34161896,7.533804061,66.9,74,9.6,0.02,29.89,75.9,10,3.5,215
8/12/10,4:00:00,7.6,18.87255417,9.57790532,68,79,6.3,0.02,29.86,75,10,8.1,1761
8/12/10,8:00:00,9.3,13.66353323,4.588532146,66.55,78.5,7.4,0.02,29.905,73.65,10,5.75,3105
8/12/10,12:00:00,6.7,7.619627545,4.165470075,68,82,6.9,0.04,29.9,73.9,10,4.6,2846
8/12/10,16:00:00,7.7,9.687395002,2.525239959,66.9,87,13.7,0.03,29.9,71.1,10,5.8,3684
8/12/10,20:00:00,6.8,12.89383129,8.082732498,64,76,13.5,0.03,29.95,72,10,5.8,1558
8/13/10,0:00:00,-0.2,11.97574769,5.823140718,64,87,-1.1,0.02,29.98,68,10,5.8,298
8/13/10,4:00:00,2.4,19.49097622,9.959927879,60.1,71,5.2,0.02,29.99,70,10,10.4,1597
8/13/10,8:00:00,0,10.91315194,5.481617446,60.1,68,0,0.02,30.04,71.1,10,10.4,3012
8/13/10,12:00:00,8.8,11.45820307,5.395897315,57.9,47,0.8,0.02,30.06,80.1,10,9.2,3147
8/13/10,16:00:00,-0.4,9.777201519,5.514459803,59,54,0.5,0.02,30.08,77,10,3.5,3578
8/13/10,20:00:00,5.1,13.07759157,7.370909456,57,61,1.7,0.02,30.09,71.1,10,4.6,0
8/14/10,0:00:00,1.5,9.904846255,4.445653826,55.9,63,-0.8,0.02,30.12,69.1,10,6.9,427
8/14/10,4:00:00,2.2,10.69101685,5.392718739,55.9,73,2.2,0.02,30.13,64.9,10,0.5,377
8/14/10,8:00:00,-2.4,12.77802797,3.680351907,51.1,49,2,0.02,30.17,71.1,10,5.8,1292
8/14/10,12:00:00,-1.7,9.851877796,7.799711839,53.1,40,-2.1,0.02,30.14,79,10,8.1,2024
8/14/10,16:00:00,3.7,12.49145716,4.534501302,53.1,43,7.4,0.02,30.12,77,10,5.8,1831
8/14/10,20:00:00,4.6,11.92084806,6.268855077,59,66,2.8,0.02,30.12,71.1,10,6.9,1175
8/15/10,0:00:00,-0.6,11.84791687,7.203483362,59,68,1,0.02,30.1,70,10,4.6,460
8/15/10,4:00:00,1.1,13.68116877,5.763947372,60.1,71,0.9,0.02,30.09,70,10,0.5,291
8/15/10,8:00:00,1.5,15.86383942,5.116767879,62.1,66,4.2,0.02,30.08,73.9,10,6.9,934
8/15/10,12:00:00,3,12.49217527,5.329407946,63.0667,64.6667,3.3,0.02,30.08,75.8,10,5.76667,1610
8/15/10,16:00:00,6.9,9.688725753,4.514658366,64.9,73,6.6,0.01,30.03,73.9,10,4.6,1306
8/15/10,20:00:00,8.8,10.29335739,5.097270003,65.5333,97,11.9,0.0766667,30.0267,66.4333,5.16667,4.4,605
8/16/10,0:00:00,0.1,11.59059811,5.690712629,68,93,4.1,0.0766667,29.97,70,10,5.8,104
8/16/10,4:00:00,5.2,15.48644072,8.265401803,70,96,5,0.06,29.95,71.1,8,3.5,1732
8/16/10,8:00:00,7.7,11.02224941,5.626755076,72,90,12.5,0.06,29.96,75,10,0.5,2905
8/16/10,12:00:00,19.7,7.993945512,4.243456918,72,74,23.2,0.06,29.94,81,8,4.6,2536
8/16/10,16:00:00,-4.1,66.36925621,206.3848943,73,67,21.1,0.06,29.91,84.9,10,6.9,3322
8/16/10,20:00:00,25.7,12.9623885,9.948490005,73,94,16,0.04,29.92,75,7,3.5,1122
8/17/10,0:00:00,16.4,15.32095494,8.021426499,73.9,90,10,0.04,29.95,77,10,4.6,156
8/17/10,4:00:00,15.4,8.837046866,4.652278597,70,84,16.4,0.04,29.97,75,10,4.6,1856
8/17/10,8:00:00,11.5,8.707949743,5.451956846,69.1,74,12.6,0.04,30.01,78.1,10,3.5,3129
8/17/10,12:00:00,8.9,10.31885803,4.696558829,64,48,10.7,0.04,30.01,86,10,6.9,3034
8/17/10,16:00:00,15.9,9.187785531,3.264893911,59,36,14.6,0.04,29.97,89.1,10,5.8,3709
8/17/10,20:00:00,20.8,8.778847582,5.093729909,55.9,41,13.8,0.04,30.01,82,10,0.5,1431
8/18/10,0:00:00,13,9.912533846,3.970613755,59,54,11.5,0.04,30.04,77,10,0.5,160
8/18/10,4:00:00,6.7,7.828089888,4.630978582,57,53,8.7,0.04,30.05,75,10,10.4,1510
8/18/10,8:00:00,6.7,11.81124806,10.44291459,60.1,60,5.8,0.04,30.09,75,10,0.5,3150
8/18/10,12:00:00,14.8,9.018678953,3.880493108,52,34,8.6,0.04,30.04,82.9,10,8.1,3076
8/18/10,16:00:00,14.9,6.026278819,4.531302399,57.9,44,12.4,0.04,30,82,10,6.9,3669
8/18/10,20:00:00,11.8,11.64170515,10.41017784,57.9,52,12.1,0.04,29.99,77,10,4.6,1377
8/19/10,0:00:00,12.8,11.48757041,4.555821971,64,73,18.2,0.04,29.96,73,10,0.5,165
8/19/10,4:00:00,17.6,10.73621049,5.326957993,63,78,15.8,0.04,29.93,70,10,0.5,1750
8/19/10,8:00:00,21.8,12.8336987,3.302901951,60.1,58,20.5,0.04,29.94,75.9,10,0.5,2997
8/19/10,12:00:00,12.9,10.06186044,3.05179385,55.9,35,14,0.04,29.9,87.1,10,0.5,2900
8/19/10,16:00:00,13.3,10.08034485,7.736400085,55,30,10.6,0.04,29.83,90,10,3.5,3672
8/19/10,20:00:00,23.4,8.506394683,3.74663093,57.9,48,18,0.04,29.85,79,10,3.5,1455
8/20/10,0:00:00,25.9,9.951087449,4.464592469,62.1,58,21.3,0.04,29.85,78.1,10,4.6,189
8/20/10,4:00:00,28.6,10.58725058,5.025981343,62.1,64,28,0.04,29.87,75,10,3.5,1587
8/20/10,8:00:00,-0.5,11.31614122,4.855359335,62.1,58,10.6,0.04,29.92,78.1,10,3.5,3009
8/20/10,12:00:00,11.2,8.719402666,5.526160198,61,40,4.8,0.04,29.92,88,10,6.9,3234
8/20/10,16:00:00,1.9,8.82790152,4.853247584,46.9,24,4.7,0.04,29.91,88,10,5.8,3531
8/20/10,20:00:00,14.4,6.243605281,3.597391496,55.9,43,7.6,0.04,29.96,80.1,10,10.4,0
8/21/10,0:00:00,-1.5,8.792514727,4.042905751,48,41,-0.2,0.04,30.02,73,10,4.6,436
8/21/10,4:00:00,2.9,7.398919972,4.556876118,48.9,52,4.9,0.04,30.02,66.9,10,3.5,383
8/21/10,8:00:00,8.2,14.76045091,6.126983061,57.9,63,6.5,0.04,30.06,71.1,10,8.1,1402
8/21/10,12:00:00,8.8,8.33356464,5.003865065,61,52,10,0.04,30.06,80.1,10,5.8,1967
8/21/10,16:00:00,8.1,10.20000585,3.759208086,61,49,8.7,0.04,30,82,10,3.5,1828
8/21/10,20:00:00,18.8,11.89418706,4.895301649,66.9,74,15.5,0.04,30.03,75.9,10,0.5,1161
8/22/10,0:00:00,13.8,38.67776825,229.9393512,71.1,82,15.4,0.04,30,77,10,3.5,394
8/22/10,4:00:00,21.4,10.83081299,6.665434336,73.3,93.25,22.6,0.00666667,29.9675,75.375,3.875,2,250
8/22/10,8:00:00,21.4,10.3,0,73.65,94,17.4,0.01,29.955,75.55,2.75,4.65,819
8/22/10,12:00:00,3.8,13.45925724,5.505349493,73.65,89.5,5.2,0.015,29.9,77,8,7.5,1309
8/22/10,16:00:00,2.5,10.95430311,4.383738351,71.8,93.5,2.9,0.3,29.82,73.65,6.5,9.2,1169
8/22/10,20:00:00,5.1,10.14229474,3.29740309,71.5,93.8,2.9,0.202,29.8,73.32,2.3,2.98,510
8/23/10,0:00:00,-1.2,8.430494073,6.79630442,66,90,-1,0.01,29.78,69.1,4,3.5,112
8/23/10,4:00:00,1.9,10.13333333,3.086889841,65.7,92.25,3.9,0.01,29.805,68,10,2.575,1194
8/23/10,8:00:00,6.6,5.084745763,5.084745763,66.6167,89.8333,8.8,0.05,29.8567,69.6833,3.3,6.51667,2795
8/23/10,12:00:00,1.7,10.47916558,5.262992499,64.65,93.5,1.4,0.08,29.915,66.55,6.5,12.1,2621
8/23/10,16:00:00,2.5,13.11212853,6.251752959,61,75,5,0.08,29.93,69.1,10,11.5,3164
8/23/10,20:00:00,4.4,10.22624771,3.167266625,59,76,3.3,0.08,29.99,66.9,10,12.7,1118
8/24/10,0:00:00,0.5,15.3787469,13.69679985,55.9,70,1.4,0.08,30.01,66,10,6.9,203
8/24/10,4:00:00,1.4,15.38529013,9.329683069,57.1333,73,2.3,0.08,29.9867,66.1333,10,8.83333,1703
8/24/10,8:00:00,2.5,9.998860225,4.074314194,57,70,3.8,0.08,30,66.9,10,9.2,2954
8/24/10,12:00:00,6.3,7.841721827,2.735655842,61,84,2.2,0.01,30,66,7,4.6,2875
8/24/10,16:00:00,5.5,7.360021767,4.954657268,59,68,4.8,0.01,29.96,70,10,12.7,3489
8/24/10,20:00:00,4.9,9.014308331,6.183216835,60.1,79,2.1,0.01,29.94,66.9,10,6.9,1299
8/25/10,0:00:00,-1.4,10.12547983,3.781606494,61.45,90.5,-0.8,0.01,29.925,64.2,7.5,7.5,261
8/25/10,4:00:00,-1.2,8.203108627,9.237248737,62.4333,93.6667,2.1,0.133333,29.8633,64.2667,1.5,7.33333,1478
8/25/10,8:00:00,7.7,9.762660466,4.010290138,64,97,3.9,0.02,29.86,64.9,1.2,0.5,2982
8/25/10,12:00:00,3.7,8.491018102,3.114227547,64.9,93,3.4,0.03,29.87,66.9,5,3.5,2777
8/25/10,16:00:00,5.1,8.98707145,3.346988997,65.2,89,5.2,0.01,29.865,68.55,7.5,4.65,3632
8/25/10,20:00:00,7.2,8.362086436,3.070613331,64.9,90,4.9,0.01,29.88,68,10,3.5,1335
8/26/10,0:00:00,4,11.63339199,5.110064601,64,84,4.5,0.01,29.89,69.1,10,4.6,254
8/26/10,4:00:00,5.9,13.5236413,5.25853784,63,90,5.5,0.01,29.9,66,10,0.5,1693
8/26/10,8:00:00,6.7,10.15782833,2.082710994,62.1,73,10.1,0.01,29.95,71.1,10,6.9,3080
8/26/10,12:00:00,6.7,8.220346489,2.986584861,61,52,2,0.01,29.95,80.1,10,5.8,2974
8/26/10,16:00:00,4.9,7.700313431,4.515776491,52,38,9.6,0.01,29.95,80.1,10,9.2,3953
8/26/10,20:00:00,4.7,9.091997534,2.820842507,50,44,3.9,0.01,30.03,73,10,4.6,1510
8/27/10,0:00:00,3,8.343426728,4.440425653,50,54,3.4,0.01,30.06,66.9,10,4.6,290
8/27/10,4:00:00,2.3,11.12503451,5.619139729,52,67,3.7,0.01,30.09,63,10,5.8,1530
8/27/10,8:00:00,3.1,8.586920354,4.607554135,53.1,65,2.3,0.01,30.14,64.9,10,0.5,2923
8/27/10,12:00:00,1.2,9.280624497,5.072855986,48.9,37,1,0.01,30.12,77,10,5.8,3243
8/27/10,16:00:00,3.2,9.387051725,5.342949084,48,35,6.4,0.01,30.07,78.1,10,3.5,3604
8/27/10,20:00:00,8.4,7.860620071,3.970575487,50,44,7.8,0.01,30.1,73,10,3.5,0
8/28/10,0:00:00,5.8,8.469130057,5.438032531,52,59,7.3,0.01,30.16,66.9,10,0.5,765
8/28/10,4:00:00,6.4,15.46402534,6.118313334,52,65,6.6,0.01,30.17,64,10,0.5,401
8/28/10,8:00:00,5.2,11.65833333,2.677439179,52,63,4.6,0.01,30.22,64.9,10,3.5,1954
8/28/10,12:00:00,2.3,10.66228645,6.416839133,52,39,3.5,0.01,30.21,79,10,9.2,3179
8/28/10,16:00:00,8.2,9.491703185,5.225792947,51.1,34,10.1,0.01,30.16,82,10,0.5,2926
8/28/10,20:00:00,19.9,8.657893088,5.143598328,54,48,17.6,0.01,30.17,75,10,0.5,1970
8/29/10,0:00:00,13.9,9.293032719,4.350742274,57,59,14,0.01,30.18,72,10,3.5,674
8/29/10,4:00:00,14.5,10.74203984,8.618804812,55.9,63,13.1,0.01,30.19,69.1,10,4.6,380
8/29/10,8:00:00,11.4,15.8671602,5.880148879,57,57,11.2,0.01,30.22,73,10,4.6,1311
8/29/10,12:00:00,9.2,9.098339781,5.981775073,57,34,4.8,0.01,30.19,89.1,10,3.5,2484
8/29/10,16:00:00,9.1,13.46514154,28.60064404,54,27,11.8,0.01,30.12,91.9,10,5.8,2402
8/29/10,20:00:00,18.1,8.390816887,3.697699116,60.1,44,15.9,0.01,30.15,84,10,0.5,1144
8/30/10,0:00:00,16.1,12.42293137,6.16863897,57.9,50,16.8,0.01,30.17,78.1,10,3.5,162
8/30/10,4:00:00,15.4,15.33047119,7.641237564,57.9,57,18.7,0.01,30.18,73.9,10,4.6,1720
8/30/10,8:00:00,17.4,11.68426959,5.400066764,57,53,15.7,0.01,30.23,75,10,3.5,2923
8/30/10,12:00:00,12.1,11.96224175,5.804339238,59,37,9.5,0.01,30.2,88,10,11.5,1992
8/30/10,16:00:00,17.2,10.52347344,4.377304874,55.9,31,19,0.01,30.15,90,10,5.8,3394
8/30/10,20:00:00,19.1,11.84353672,6.861792851,57.9,41,24.6,0.01,30.15,84,10,0.5,1145
8/31/10,0:00:00,20,11.48815694,5.457971286,61,54,18.6,0.01,30.15,79,10,3.5,196
8/31/10,4:00:00,21.5,16.00029203,9.860772113,62.1,60,21.8,0.01,30.14,77,10,3.5,1029
8/31/10,8:00:00,25.7,10.20125451,4.272601093,62.1,54,24.7,0.01,30.17,80.1,10,4.6,3075
8/31/10,12:00:00,18.3,8.266788015,6.05024462,64.9,38,14.3,0.01,30.11,93.9,10,5.8,2875
8/31/10,16:00:00,15.3,8.922243877,4.810081907,57.9,30,18.8,0.01,30.05,93.9,10,0.5,3596
8/31/10,20:00:00,26.1,10.89675847,3.918443724,62.1,43,23.8,0.01,30.06,87.1,10,0.5,1352
9/1/10,0:00:00,17.5,12.77971254,8.391305261,64,53,8.1,0.01,30.06,82.9,10,0.5,166
9/1/10,4:00:00,25.9,13.39748636,8.154901269,63,58,9.6,0.01,30.04,79,10,0.5,1809
9/1/10,8:00:00,33.8,11.57221778,5.343736269,64,54,9.1,0.01,30.07,82,10,3.5,3174
9/1/10,12:00:00,21.5,7.387165515,2.692381223,57.9,31,9.6,0.01,30.04,93,10,4.6,3029
9/1/10,16:00:00,32.4,9.027391592,5.534431355,63,42,14.4,0.01,29.98,89.1,9,4.6,3820
9/1/10,20:00:00,35.5,13.2596067,5.776989666,68,62,14.5,0.01,29.98,82,10,0.5,1398
9/2/10,0:00:00,27.1,14.6821521,11.03992051,64,53,9.4,0.01,30,82.9,10,4.6,196
9/2/10,4:00:00,27.3,19.89559688,7.867051093,64,58,10.8,0.01,29.99,80.1,10,5.8,1793
9/2/10,8:00:00,32.9,11.92011748,3.747306233,66,62,0,0.01,30.01,80.1,8,0.5,3075
9/2/10,12:00:00,31.7,10.47258952,4.710960109,68,44,2.8,0.01,29.97,93,9,6.9,2987
9/2/10,16:00:00,25.4,12.2058582,5.316108506,66.9,45,12.6,0.01,29.93,91,10,10.4,3751
9/2/10,20:00:00,18.2,7.075460223,4.007492161,66.9,56,15.6,0.01,29.93,84,10,10.4,1500
9/3/10,0:00:00,13.9,11.53254143,6.90267543,60.1,50,9.4,0.01,29.91,80.1,10,4.6,286
9/3/10,4:00:00,10.7,8.77886969,6.730114611,63,64,10.5,0.01,29.86,75.9,10,0.5,1478
9/3/10,8:00:00,10,17.92536721,14.65519747,69.1,72,11.1,0.01,29.81,79,10,4.6,2982
9/3/10,12:00:00,9.9,8.069434253,4.285175414,70,65,6.1,0.01,29.69,82.9,10,15,3377
9/3/10,16:00:00,5.9,10.83326137,4.76386114,71.35,71,8.4,0.01,29.57,81.7,10,8.05,3198
9/3/10,20:00:00,9.8,10.86714845,6.695250319,69.1,69,15.4,0.01,29.53,80.1,10,3.5,0
9/4/10,0:00:00,17.2,10.61888814,7.548451317,66,71,8.2,0.01,29.52,75.9,10,4.6,522
9/4/10,4:00:00,3.2,12.36220291,7.706102772,50,41,3.8,0.01,29.57,75,10,9.2,466
9/4/10,8:00:00,-4.1,15.25214912,8.077557733,57,59,0.7,0.01,29.63,72,10,12.7,1896
9/4/10,12:00:00,4.4,14.7472174,8.524451848,46.9,31,5,0.01,29.65,80.1,10,12.7,3084
9/4/10,16:00:00,5.4,11.03422593,5.73605813,46.2,32.5,7.5,0.01,29.68,77.9,6.5,11.5,2873
9/4/10,20:00:00,6.6,8.998486892,2.424440865,45,38,7.8,0.01,29.78,72,10,12.7,1942
9/5/10,0:00:00,1.5,9.076912806,4.798913957,45,50,1,0.01,29.88,64,10,9.2,625
9/5/10,4:00:00,4.3,11.77218165,6.500544897,45,56,-0.1,0.01,29.88,61,10,4.6,366
9/5/10,8:00:00,-1.6,11.05770925,1.542290749,46,52,2,0.01,29.96,64,10,5.8,1389
9/5/10,12:00:00,1,9.080764718,4.824965701,43,33,4.9,0.01,29.96,73.9,10,5.8,2624
9/5/10,16:00:00,6.1,9.403309747,6.993742819,43,32,6.4,0.01,29.96,75,10,4.6,2428
9/5/10,20:00:00,10.9,9.511459653,3.063062356,43,38,5.2,0.01,30.05,70,10,0.5,1485
